Frame,X,Y
4,193.3621063232422,188.34532165527344
4,242.88772583007812,285.5248107910156
4,188.63296508789062,265.0992431640625
4,212.11993408203125,342.8359680175781
4,248.2042999267578,260.2070007324219
4,245.2103729248047,234.7550506591797
4,212.55599975585938,173.6738739013672
4,208.91744995117188,228.45777893066406
4,235.01141357421875,324.12548828125
4,238.35769653320312,185.23846435546875
4,172.8194122314453,197.7358856201172
4,188.125,307.17242431640625
4,182.439453125,284.2525939941406
4,177.76535034179688,221.48736572265625
4,180.87823486328125,246.64944458007812
4,238.93231201171875,209.05230712890625
4,248.7916717529297,197.00694274902344
5,246.15383911132812,159.3748016357422
5,194.7451629638672,265.708251953125
5,184.64730834960938,169.09957885742188
5,246.9422607421875,286.4330749511719
5,177.019775390625,196.60879516601562
5,218.80343627929688,172.70419311523438
5,252.33053588867188,260.4033508300781
5,244.47674560546875,184.9224853515625
5,198.6948699951172,187.5367431640625
5,217.0278778076172,344.06878662109375
5,215.96435546875,227.7392120361328
5,248.87696838378906,234.97906494140625
5,239.77606201171875,324.88031005859375
5,185.8206024169922,284.1727600097656
5,183.17481994628906,220.89511108398438
5,185.03515625,245.953125
5,192.0336151123047,307.7521057128906
5,242.74192810058594,211.3736572265625
6,247.3861083984375,160.18739318847656
6,245.85464477539062,185.59719848632812
6,251.8861083984375,261.6166687011719
6,217.22598266601562,228.60829162597656
6,195.48269653320312,266.7886962890625
6,184.5465850830078,285.6211242675781
6,217.8369903564453,346.3663024902344
6,247.31817626953125,287.7460021972656
6,220.6045684814453,172.8631134033203
6,200.4250030517578,187.38958740234375
6,185.43678283691406,169.76321411132812
6,190.89247131347656,310.19354248046875
6,248.980224609375,236.81639099121094
6,175.95489501953125,195.9901885986328
6,239.55474853515625,326.8795471191406
6,182.09622192382812,221.72508239746094
6,183.47601318359375,247.47601318359375
6,260.5872497558594,199.80332946777344
6,204.41726684570312,284.9927978515625
7,197.56207275390625,266.722412109375
7,185.0883026123047,166.37527465820312
7,222.36944580078125,169.40496826171875
7,220.37986755371094,226.26785278320312
7,248.36660766601562,182.20870971679688
7,201.18630981445312,184.14639282226562
7,184.8233642578125,286.36468505859375
7,220.90182495117188,348.5723876953125
7,176.256103515625,193.17886352539062
7,254.2771453857422,259.9657287597656
7,250.1493682861328,287.746826171875
7,250.75,235.19564819335938
7,242.97930908203125,327.7241516113281
7,250.8591766357422,156.39398193359375
7,191.5148162841797,311.8370361328125
7,184.59225463867188,246.875
7,181.75149536132812,218.93711853027344
7,206.46348571777344,248.13015747070312
8,200.6240692138672,266.1694030761719
8,254.2577362060547,151.53460693359375
8,222.76983642578125,223.4852294921875
8,252.1308135986328,177.78829956054688
8,226.07350158691406,163.25982666015625
8,253.27818298339844,286.75299072265625
8,257.0025634765625,258.9175109863281
8,225.42340087890625,349.2948913574219
8,185.5975341796875,161.60369873046875
8,177.1393585205078,189.33145141601562
8,186.14207458496094,286.1202087402344
8,202.34397888183594,179.57330322265625
8,181.75,216.1629180908203
8,245.9501495361328,327.91900634765625
8,253.10293579101562,233.09803771972656
8,184.78005981445312,245.38417053222656
8,193.45059204101562,312.1027526855469
9,199.37811279296875,266.3490295410156
9,254.04693603515625,148.02560424804688
9,250.72206115722656,176.30059814453125
9,252.93954467773438,286.3324890136719
9,226.04159545898438,351.7359924316406
9,183.0841522216797,157.6634063720703
9,256.2427978515625,257.9591369628906
9,201.6380157470703,175.611572265625
9,223.34823608398438,221.7073211669922
9,224.77915954589844,160.06687927246094
9,252.47608947753906,231.65830993652344
9,183.5480499267578,286.6701354980469
9,173.8858184814453,186.71823120117188
9,246.5210418701172,328.40130615234375
9,177.8287353515625,214.81214904785156
9,192.28082275390625,314.2397155761719
9,180.81016540527344,245.2058868408203
10,200.55062866210938,172.11550903320312
10,199.5153045654297,266.5006103515625
10,225.385986328125,155.3308563232422
10,254.95217895507812,144.6863555908203
10,251.6106719970703,172.3642120361328
10,253.11972045898438,286.5492858886719
10,227.66616821289062,353.9359130859375
10,181.85092163085938,287.88531494140625
10,256.1241455078125,257.6000061035156
10,190.87887573242188,315.8167724609375
10,181.78067016601562,153.69515991210938
10,170.89002990722656,183.3642578125
10,224.65182495117188,219.07460021972656
10,247.74691772460938,328.9475402832031
10,251.98744201660156,229.80401611328125
10,178.8384246826172,245.13755798339844
10,175.0360870361328,213.42784118652344
10,186.7525177001953,194.46969604492188
11,200.37460327148438,169.03536987304688
11,253.83102416992188,286.2986145019531
11,180.80072021484375,150.46377563476562
11,181.71922302246094,288.8617858886719
11,226.4843292236328,152.56124877929688
11,252.39944458007812,171.2960968017578
11,256.4752502441406,142.50636291503906
11,229.49932861328125,356.3432922363281
11,201.63169860839844,266.66021728515625
11,169.7823944091797,181.2059783935547
11,225.40333557128906,217.74391174316406
11,248.1219482421875,329.55487060546875
11,256.1560363769531,256.2624206542969
11,251.11822509765625,228.6576385498047
11,190.556884765625,317.7634582519531
11,176.33680725097656,243.51174926757812
11,174.20046997070312,211.4952850341797
12,224.2319793701172,152.0131072998047
12,249.54161071777344,170.83901977539062
12,177.16610717773438,149.9700927734375
12,177.4857177734375,291.7489929199219
12,188.04432678222656,320.03045654296875
12,197.7118682861328,168.767333984375
12,251.70870971679688,287.4036560058594
12,254.74835205078125,142.54019165039062
12,200.93722534179688,268.1524658203125
12,223.30502319335938,219.10646057128906
12,165.41757202148438,180.73651123046875
12,252.5995330810547,257.5416564941406
12,247.47222900390625,229.76388549804688
12,229.26315307617188,358.2987060546875
12,247.08529663085938,331.88824462890625
12,169.93606567382812,212.65525817871094
12,172.345458984375,243.53334045410156
12,192.5906219482422,226.97500610351562
13,220.74388122558594,155.94595336914062
13,172.09375,150.8125
13,193.80209350585938,171.0974578857422
13,161.3065643310547,182.27590942382812
13,251.26675415039062,145.60723876953125
13,185.0233917236328,324.7309875488281
13,244.4885711669922,334.3742980957031
13,198.74203491210938,273.02056884765625
13,173.4521942138672,295.7489929199219
13,247.9363250732422,289.4268798828125
13,228.29150390625,361.4318542480469
13,247.29220581054688,172.6737060546875
13,248.6477508544922,259.90069580078125
13,220.67369079589844,222.16709899902344
13,164.9380340576172,214.6752166748047
13,244.5,232.8099365234375
13,167.57505798339844,247.0101776123047
13,177.1726837158203,194.89959716796875
14,221.343017578125,163.23513793945312
14,194.25418090820312,177.05935668945312
14,200.6201171875,278.160888671875
14,173.76600646972656,300.6300048828125
14,250.56761169433594,153.48309326171875
14,171.702880859375,156.03834533691406
14,244.85400390625,181.64207458496094
14,229.01332092285156,362.8091735839844
14,160.72471618652344,187.19522094726562
14,185.07443237304688,328.4983825683594
14,243.38182067871094,336.51513671875
14,164.57281494140625,218.91650390625
14,246.20623779296875,293.4172668457031
14,247.0314178466797,263.69110107421875
14,166.76071166992188,252.65994262695312
14,220.33999633789062,227.81846618652344
14,242.91830444335938,237.85293579101562
14,184.4448699951172,234.54373168945312
14,176.186279296875,199.56863403320312
15,203.09359741210938,283.4470520019531
15,250.34030151367188,162.15223693847656
15,195.71249389648438,184.8781280517578
15,173.0345458984375,305.30487060546875
15,161.99478149414062,191.91775512695312
15,223.43504333496094,171.2642364501953
15,172.6282196044922,161.6115264892578
15,229.5038299560547,365.2113342285156
15,243.8553009033203,188.87298583984375
15,242.2105255126953,339.3717041015625
15,164.06141662597656,224.38963317871094
15,244.2577362060547,297.7087707519531
15,166.58489990234375,257.59906005859375
15,185.46688842773438,333.0496826171875
15,244.3370819091797,268.2696533203125
15,222.21005249023438,235.4704132080078
15,241.48147583007812,243.3333282470703
15,183.0629425048828,239.82518005371094
16,204.91961669921875,288.2139587402344
16,195.91139221191406,188.3496856689453
16,230.07431030273438,367.1207580566406
16,249.750732421875,166.0835723876953
16,170.80120849609375,309.4859313964844
16,171.4876251220703,164.1732177734375
16,222.7184295654297,176.04354858398438
16,242.17611694335938,193.35987854003906
16,159.310302734375,195.27757263183594
16,242.6045379638672,300.17633056640625
16,242.02432250976562,270.5775146484375
16,184.43243408203125,336.8614807128906
16,164.08534240722656,262.5776672363281
16,240.903564453125,341.27142333984375
16,161.49798583984375,228.2459716796875
16,179.3409881591797,242.77049255371094
16,222.37094116210938,237.8240966796875
16,236.65443420410156,246.11009216308594
16,206.03463745117188,358.19049072265625
16,194.38775634765625,270.98638916015625
17,171.53688049316406,164.75137329101562
17,198.51815795898438,190.03465270996094
17,172.78334045410156,312.6166687011719
17,209.51724243164062,290.5849304199219
17,224.96728515625,177.8648681640625
17,250.63365173339844,168.48428344726562
17,242.74957275390625,195.8319091796875
17,163.06884765625,230.13406372070312
17,232.95846557617188,368.1805114746094
17,242.96237182617188,301.19085693359375
17,160.10995483398438,196.80104064941406
17,165.92251586914062,263.2469787597656
17,242.5524444580078,342.1398620605469
17,186.73312377929688,339.10931396484375
17,242.28956604003906,271.4612731933594
17,227.5377197265625,242.73251342773438
17,195.0219268798828,274.02630615234375
17,178.1702880859375,244.659423828125
18,251.43621826171875,169.62046813964844
18,226.40170288085938,179.03111267089844
18,172.6727752685547,165.52609252929688
18,242.67491149902344,197.59364318847656
18,242.8602752685547,301.5863037109375
18,212.59841918945312,292.3653869628906
18,162.33718872070312,232.38536071777344
18,199.7174530029297,191.11428833007812
18,173.08526611328125,314.8856506347656
18,236.0767822265625,368.3193664550781
18,241.53419494628906,272.66448974609375
18,165.4508819580078,265.1813659667969
18,242.7066650390625,343.3333435058594
18,161.33074951171875,197.60076904296875
18,187.8000030517578,341.2131042480469
18,177.21034240722656,246.8896484375
18,229.4126739501953,244.32730102539062
18,194.83273315429688,276.9039001464844
19,250.23841857910156,170.1114959716797
19,214.00222778320312,293.3711242675781
19,240.39755249023438,197.6935272216797
19,171.80392456054688,164.43698120117188
19,241.69358825683594,301.3843994140625
19,226.719482421875,178.75
19,229.6226348876953,243.30479431152344
19,171.6666717529297,316.4490051269531
19,199.31356811523438,190.95944213867188
19,163.69302368164062,266.8255920410156
19,237.73300170898438,368.77777099609375
19,239.19207763671875,272.92681884765625
19,187.6885223388672,343.22296142578125
19,160.6627655029297,232.5419158935547
19,174.8000030517578,247.87042236328125
19,158.72926330566406,197.34677124023438
19,242.6254425048828,342.83746337890625
19,194.0416717529297,278.1730651855469
19,208.35833740234375,363.3999938964844
19,187.78533935546875,305.79058837890625
20,229.3564453125,175.42579650878906
20,242.46864318847656,195.40940856933594
20,218.89810180664062,292.81512451171875
20,232.86956787109375,241.4225616455078
20,201.20748901367188,188.6988525390625
20,172.72653198242188,161.13742065429688
20,161.0968780517578,196.07211303710938
20,160.09429931640625,230.4679718017578
20,172.94680786132812,318.0461120605469
20,252.95228576660156,167.3091583251953
20,163.93621826171875,266.4487609863281
20,238.54415893554688,272.4415283203125
20,243.09365844726562,300.2205505371094
20,174.6083526611328,247.1723175048828
20,241.39804077148438,368.4453430175781
20,190.3516845703125,344.67279052734375
20,245.04067993164062,341.6711730957031
20,192.5924835205078,277.21942138671875
21,246.1178436279297,192.7954864501953
21,232.3291778564453,173.75242614746094
21,174.9109649658203,157.34967041015625
21,236.95730590820312,240.13970947265625
21,205.17918395996094,185.01011657714844
21,242.0292510986328,271.4920349121094
21,175.58058166503906,319.08837890625
21,224.58596801757812,293.0213623046875
21,161.49261474609375,228.92774963378906
21,165.6605987548828,265.7357482910156
21,256.5467834472656,164.92100524902344
21,194.09649658203125,346.2339172363281
21,246.05397033691406,368.74285888671875
21,162.13623046875,192.87322998046875
21,247.8275909423828,340.9034423828125
21,247.4393310546875,300.4100341796875
21,192.79510498046875,276.6575012207031
21,174.49008178710938,246.34561157226562
21,190.9883270263672,307.00390625
21,142.98257446289062,185.01393127441406
22,175.8130340576172,153.39852905273438
22,235.79470825195312,171.58941650390625
22,239.62730407714844,240.1549835205078
22,207.96994018554688,183.44808959960938
22,247.14414978027344,192.26126098632812
22,165.3187255859375,267.037841796875
22,259.0646667480469,163.39654541015625
22,161.23338317871094,228.21861267089844
22,249.79937744140625,369.0668640136719
22,163.2439422607422,190.3892059326172
22,227.55311584472656,293.76312255859375
22,196.27157592773438,349.61676025390625
22,241.2137451171875,271.4961853027344
22,248.61111450195312,341.4236145019531
22,177.44515991210938,321.7064514160156
22,192.1283416748047,278.3368835449219
22,247.8378448486328,299.33978271484375
22,140.7530517578125,182.4176788330078
22,155.87030029296875,146.5563201904297
23,178.3793487548828,148.37283325195312
23,241.7251434326172,167.7693328857422
23,250.50265502929688,190.16282653808594
23,239.41378784179688,295.21234130859375
23,212.65513610839844,179.64320373535156
23,263.6934509277344,160.57928466796875
23,167.3466033935547,267.855712890625
23,245.55250549316406,238.04794311523438
23,161.7211151123047,227.80477905273438
23,167.01548767089844,185.26622009277344
23,255.21888732910156,369.59521484375
23,180.61370849609375,324.66510009765625
23,243.32289123535156,269.36676025390625
23,252.18008422851562,340.762451171875
23,200.99171447753906,352.3121643066406
23,141.6849365234375,180.75799560546875
23,193.2387237548828,278.254638671875
23,171.63290405273438,246.8582305908203
23,156.98013305664062,141.68873596191406
23,214.9663848876953,338.2016906738281
24,249.0316925048828,165.9987335205078
24,184.20973205566406,144.41513061523438
24,171.76109313964844,182.9180908203125
24,220.7344207763672,177.22164916992188
24,255.97340393066406,189.32801818847656
24,166.356201171875,226.59085083007812
24,255.55111694335938,237.59458923339844
24,250.12130737304688,296.76495361328125
24,186.05722045898438,327.8197326660156
24,262.119140625,369.5203552246094
24,270.194091796875,159.19410705566406
24,195.4769287109375,280.002197265625
24,172.7361297607422,269.6431884765625
24,207.59506225585938,354.5407409667969
24,246.6795196533203,269.47479248046875
24,257.1776428222656,341.5756530761719
24,225.9191131591797,219.3933868408203
24,143.75,177.48448181152344
24,177.6692657470703,247.4609375
24,192.88888549804688,309.3055419921875
24,161.28125,137.8932342529297
25,252.95375061035156,165.40499877929688
25,187.19583129882812,140.3888397216797
25,256.23931884765625,190.42222595214844
25,258.8870544433594,239.25437927246094
25,223.642578125,176.4462890625
25,174.55079650878906,180.5791015625
25,255.46678161621094,298.8055725097656
25,188.70159912109375,331.9297180175781
25,173.51785278320312,272.0315856933594
25,166.891357421875,226.24156188964844
25,246.50131225585938,271.2913513183594
25,272.8262023925781,157.78347778320312
25,144.52552795410156,175.69369506835938
25,264.09234619140625,370.26434326171875
25,210.8943328857422,357.4355773925781
25,258.23431396484375,342.59735107421875
25,195.62530517578125,281.0381774902344
25,162.4837188720703,134.73953247070312
25,226.0823974609375,219.78651428222656
25,174.63343811035156,249.7266845703125
25,192.74058532714844,312.0167236328125
26,226.95379638671875,176.98074340820312
26,254.89646911621094,165.14007568359375
26,260.51177978515625,240.32435607910156
26,188.6703338623047,139.18772888183594
26,256.5753479003906,190.81849670410156
26,176.5894012451172,179.89202880859375
26,189.34861755371094,334.6828308105469
26,144.1082763671875,174.8547821044922
26,265.35015869140625,370.5168151855469
26,174.48065185546875,275.20867919921875
26,245.54307556152344,272.1592712402344
26,212.8004913330078,360.1800537109375
26,258.0303039550781,343.1481628417969
26,168.25205993652344,227.20965576171875
26,258.916748046875,300.3449401855469
26,162.5887451171875,133.0194854736328
26,171.9972686767578,250.18255615234375
26,259.8968505859375,291.4335632324219
26,272.64422607421875,158.6121826171875
26,225.3861846923828,220.59349060058594
27,230.10479736328125,175.03428649902344
27,263.2455139160156,239.36985778808594
27,257.7996520996094,190.0574951171875
27,145.00328063964844,171.8002166748047
27,190.88523864746094,336.1260986328125
27,257.3504638671875,163.69705200195312
27,245.1478729248047,272.1077575683594
27,192.25889587402344,136.43060302734375
27,267.32110595703125,370.05963134765625
27,178.6968231201172,176.78797912597656
27,164.333984375,129.85047912597656
27,258.0201416015625,343.02349853515625
27,174.51309204101562,275.31787109375
27,262.7700500488281,291.58642578125
27,214.85128784179688,360.74102783203125
27,168.84249877929688,227.72384643554688
27,162.26551818847656,198.35862731933594
27,266.1559143066406,310.3817138671875
27,225.33473205566406,219.4184112548828
27,173.3111114501953,250.5370330810547
27,190.92083740234375,315.51666259765625
28,235.62571716308594,174.21714782714844
28,260.8609619140625,189.9161834716797
28,266.4154052734375,238.93515014648438
28,197.19027709960938,133.78793334960938
28,184.96560668945312,173.90318298339844
28,148.20370483398438,168.55068969726562
28,168.72259521484375,125.96843719482422
28,245.90841674804688,271.8737487792969
28,269.4748229980469,369.41986083984375
28,178.0382537841797,274.4163818359375
28,262.70782470703125,162.6201934814453
28,259.6503601074219,342.72027587890625
28,268.13714599609375,297.70611572265625
28,217.625,362.0514831542969
28,194.23294067382812,338.3315124511719
28,165.5370330810547,195.6450653076172
28,172.4207000732422,225.83462524414062
28,270.71429443359375,310.1181335449219
28,173.92308044433594,249.5139923095703
29,239.8864288330078,170.32049560546875
29,174.5294647216797,222.7316436767578
29,245.0075225830078,270.8922424316406
29,150.5870819091797,163.3346405029297
29,189.72132873535156,169.4956817626953
29,269.5140686035156,236.8634490966797
29,270.3208312988281,369.23089599609375
29,178.79287719726562,272.3646240234375
29,200.13873291015625,128.93374633789062
29,262.3799743652344,188.74668884277344
29,195.2605743408203,337.6582946777344
29,266.09783935546875,161.53416442871094
29,166.1206512451172,189.82135009765625
29,171.68870544433594,121.48870849609375
29,259.7978820800781,342.24114990234375
29,219.4466552734375,362.06451416015625
29,271.19781494140625,296.2647399902344
29,158.0,206.58677673339844
29,170.50953674316406,246.79837036132812
29,192.03689575195312,316.10333251953125
30,191.3543701171875,165.0409698486328
30,174.10299682617188,219.48255920410156
30,241.67051696777344,167.01243591308594
30,165.97280883789062,186.3631134033203
30,275.73687744140625,294.90203857421875
30,244.47073364257812,270.490234375
30,203.0135955810547,124.28852081298828
30,150.37628173828125,158.62286376953125
30,169.4871826171875,245.62820434570312
30,195.46424865722656,339.6680908203125
30,272.08837890625,369.4359436035156
30,221.24380493164062,364.1446228027344
30,178.5061798095703,272.1604919433594
30,270.820556640625,158.6013641357422
30,172.23077392578125,117.08432006835938
30,271.430908203125,235.57293701171875
30,261.7368469238281,187.0394744873047
30,259.7970886230469,342.3333435058594
30,190.78709411621094,317.6645202636719
30,153.99627685546875,205.66542053222656
30,196.1685791015625,286.5057373046875
30,237.4072723388672,244.36363220214844
31,247.4596405029297,165.0144500732422
31,196.8083038330078,161.18434143066406
31,178.67416381835938,219.31910705566406
31,168.72496032714844,183.51272583007812
31,169.52352905273438,245.02157592773438
31,246.130859375,270.4098815917969
31,152.68988037109375,155.60284423828125
31,275.42120361328125,157.5631866455078
31,199.23190307617188,343.0687561035156
31,175.5230712890625,113.89790344238281
31,206.90818786621094,120.98255157470703
31,276.11328125,235.36236572265625
31,275.7252197265625,369.2762756347656
31,181.29518127441406,272.96783447265625
31,283.0928649902344,296.0083923339844
31,225.55984497070312,366.1501159667969
31,264.9320068359375,186.25657653808594
31,193.3185577392578,319.576171875
31,154.80361938476562,204.96676635742188
31,262.89178466796875,342.973876953125
31,239.6373291015625,243.81689453125
32,182.20187377929688,219.3299560546875
32,253.8525848388672,165.80172729492188
32,171.9808807373047,181.45147705078125
32,204.981201171875,159.02072143554688
32,156.8907928466797,153.14010620117188
32,280.05810546875,157.5042724609375
32,171.35992431640625,245.2925567626953
32,156.5244140625,205.594482421875
32,280.7230224609375,235.82723999023438
32,247.71356201171875,270.9079284667969
32,205.79368591308594,346.8921813964844
32,268.0807800292969,188.03492736816406
32,279.1036071777344,369.9165344238281
32,187.713134765625,277.4311218261719
32,290.1590270996094,296.4468688964844
32,231.74041748046875,369.8763122558594
32,213.6197509765625,118.599853515625
32,194.7063751220703,322.9169006347656
32,181.28506469726562,109.91264343261719
32,264.5686340332031,343.76470947265625
33,187.38336181640625,218.30264282226562
33,173.7567901611328,179.0203857421875
33,212.398681640625,155.27780151367188
33,260.8974304199219,163.8401641845703
33,159.30674743652344,148.64968872070312
33,171.98211669921875,245.1658477783203
33,271.9879150390625,187.32366943359375
33,286.78955078125,236.43130493164062
33,157.24874877929688,205.2854766845703
33,209.91543579101562,350.57366943359375
33,191.08465576171875,279.8987121582031
33,184.37893676757812,105.86536407470703
33,283.0920104980469,370.8461608886719
33,219.53250122070312,113.50547790527344
33,197.13157653808594,326.9166564941406
33,236.60658264160156,372.3391418457031
33,250.10203552246094,271.653076171875
33,285.1357421875,155.3687744140625
33,298.2197570800781,298.4637145996094
34,178.1297149658203,174.8514404296875
34,175.431640625,244.7573699951172
34,164.42529296875,140.69540405273438
34,194.53512573242188,216.8101043701172
34,201.8014373779297,330.9205627441406
34,217.74957275390625,355.6013488769531
34,160.25,203.18472290039062
34,199.31668090820312,282.2777404785156
34,271.9309387207031,160.00225830078125
34,296.2947692871094,236.0184783935547
34,225.21141052246094,148.82821655273438
34,229.91307067871094,105.49893951416016
34,289.4961242675781,371.3100891113281
34,190.5525360107422,99.00486755371094
34,175.9700927734375,268.5382080078125
34,308.6737060546875,300.19512939453125
35,169.44137573242188,134.23170471191406
35,178.53099060058594,244.6900634765625
35,203.1152801513672,216.06898498535156
35,182.2986297607422,170.6876983642578
35,207.21923828125,286.21026611328125
35,163.961181640625,201.7932891845703
35,207.20555114746094,335.4649353027344
35,237.9024658203125,142.96478271484375
35,304.47845458984375,236.8858642578125
35,225.5745849609375,360.6459045410156
35,196.39625549316406,93.6224365234375
35,239.8519744873047,99.15211486816406
35,282.1995544433594,159.08853149414062
35,209.62461853027344,169.64308166503906
35,293.7251281738281,372.379150390625
35,280.42047119140625,186.12937927246094
35,319.2921447753906,301.7918395996094
35,179.5887451171875,274.5995788574219
36,182.42420959472656,168.953369140625
36,161.96144104003906,201.7632293701172
36,211.05421447753906,292.887451171875
36,208.0806427001953,339.9750671386719
36,172.7474822998047,127.30960845947266
36,198.9786834716797,88.48770141601562
36,177.906982421875,246.30136108398438
36,207.891357421875,216.77874755859375
36,308.1598815917969,238.99615478515625
36,230.1443634033203,366.7255554199219
36,244.91542053222656,93.5989990234375
36,296.1473388671875,373.9652404785156
36,211.3197784423828,167.11111450195312
36,291.75408935546875,159.24024963378906
36,280.9230651855469,186.64010620117188
36,323.7029724121094,304.4424743652344
36,247.3061981201172,139.84690856933594
36,181.87149047851562,277.262939453125
36,254.64065551757812,384.14337158203125
37,183.7642059326172,169.41729736328125
37,209.73846435546875,344.60699462890625
37,218.02073669433594,300.3227233886719
37,201.2715301513672,85.43487548828125
37,298.1990051269531,375.06744384765625
37,160.6897735595703,202.8013458251953
37,312.755615234375,241.71583557128906
37,234.7559051513672,372.5929260253906
37,328.6332092285156,307.7960205078125
37,178.55752563476562,249.13536071777344
37,300.438720703125,161.55441284179688
37,283.3149719238281,186.64097595214844
37,173.6692352294922,124.66363525390625
37,253.02044677734375,91.60511016845703
37,214.41815185546875,222.462890625
37,184.46958923339844,282.07421875
38,188.7464599609375,171.7960662841797
38,224.33880615234375,304.5253601074219
38,213.7926483154297,346.74853515625
38,306.6212463378906,165.58824157714844
38,331.02972412109375,308.25726318359375
38,205.00852966308594,85.13707733154297
38,177.95443725585938,125.4972152709961
38,314.94580078125,243.6901092529297
38,300.44586181640625,373.77978515625
38,190.25108337402344,285.48052978515625
38,162.46258544921875,205.59371948242188
38,182.36996459960938,252.45407104492188
38,284.8550720214844,188.94444274902344
39,192.6679229736328,176.4954833984375
39,312.87322998046875,246.60118103027344
39,185.27911376953125,130.3644561767578
39,164.5100555419922,208.83587646484375
39,186.27830505371094,254.9693603515625
39,228.98257446289062,232.33424377441406
39,192.16700744628906,288.4694519042969
39,216.26991271972656,347.99261474609375
39,209.66714477539062,88.62760925292969
39,329.1159362792969,307.7563171386719
39,230.6553497314453,305.0978088378906
39,300.4595031738281,372.7099914550781
39,308.3477783203125,173.6564178466797
39,261.5906677246094,103.94779968261719
40,197.66407775878906,184.07254028320312
40,167.3671875,213.68026733398438
40,192.8371124267578,139.17022705078125
40,189.046875,258.328125
40,309.9345397949219,250.3381805419922
40,325.69940185546875,307.1559143066406
40,195.53659057617188,291.4959411621094
40,264.78271484375,115.6204605102539
40,213.3326416015625,94.72005462646484
40,192.98892211914062,235.60110473632812
40,235.51258850097656,307.1953125
40,299.925048828125,370.7850036621094
40,234.73390197753906,237.58363342285156
40,276.92999267578125,168.6346435546875
40,216.8561553955078,349.1421203613281
41,237.1405792236328,309.9166564941406
41,201.09371948242188,192.01739501953125
41,188.4932403564453,263.4864807128906
41,195.91639709472656,295.30975341796875
41,168.59371948242188,218.866455078125
41,198.47373962402344,148.61895751953125
41,304.8239440917969,254.58349609375
41,265.8244934082031,127.00164031982422
41,278.6501770019531,179.55955505371094
41,320.906982421875,308.44476318359375
41,217.42832946777344,350.8550109863281
41,208.3665313720703,314.4263000488281
41,237.78219604492188,243.86117553710938
41,216.58399963378906,103.02981567382812
41,194.11988830566406,241.29531860351562
42,197.58355712890625,196.18441772460938
42,185.59716796875,268.4436950683594
42,164.4073486328125,223.2427215576172
42,193.5858154296875,299.7810974121094
42,236.2906036376953,314.139404296875
42,264.4184265136719,132.1116485595703
42,300.1622009277344,257.7483215332031
42,238.0907745361328,249.4212188720703
42,214.654296875,355.5801086425781
42,277.634521484375,185.6678466796875
42,197.43141174316406,152.17047119140625
42,316.8557434082031,310.0691833496094
42,188.64454650878906,245.0497589111328
42,216.05966186523438,105.20454406738281
